movie_id,movie_title_year,year
113243,Hackers (1995),1995
113247,La haine (1995),1995
113253,Halloween: The Curse of Michael Myers (1995),1995
113277,Heat (1995),1995
113280,Heavy (1995),1995
113305,Higher Learning (1995),1995
113326,Hung fan kui (1995),1995
113347,How to Make an American Quilt (1995),1995
113360,The Hunted (1995),1995
113375,I.D. (1995),1995
113409,In the Mouth of Madness (1994),1994
113419,The Indian in the Cupboard (1995),1995
113451,Jade (1995),1995
113464,Jeffrey (1995),1995
113481,Johnny Mnemonic (1995),1995
113492,Judge Dredd (1995),1995
113497,Jumanji (1995),1995
113501,Just Cause (1995),1995
113537,Kicking and Screaming (1995),1995
113540,Kids (1995),1995
113552,Kiss of Death (1995),1995
113568,Kôkaku kidôtai (1995),1995
113581,Kun en pige (1995),1995
113613,The Last Supper (1995),1995
113627,Leaving Las Vegas (1995),1995
113634,Midnight in Saint Petersburg (1996),1996
113649,Libertarias (1996),1996
113670,A Little Princess (1995),1995
113690,Lord of Illusions (1995),1995
113749,Mallrats (1995),1995
113799,Memorîzu (1995),1995
113819,Mighty Aphrodite (1995),1995
113820,Mighty Morphin Power Rangers: The Movie (1995),1995
113824,Mimi wo sumaseba (1995),1995
113855,Mortal Kombat (1995),1995
113862,Mr. Holland's Opus (1995),1995
113870,Murder in the First (1995),1995
113957,The Net (1995),1995
113972,Nick of Time (1995),1995
113986,Nine Months (1995),1995
113987,Nixon (1995),1995
114008,Nothing to Lose (1995),1995
114011,Now and Then (1995),1995
114055,Osobennosti natsionalnoy okhoty (1995),1995
114057,Othello (1995),1995
114069,Outbreak (1995),1995
114086,Al di là delle nuvole (1995),1995
114126,Pik lik for (1995),1995
114134,The Pillow Book (1996),1996
114148,Pocahontas (1995),1995
114168,Powder (1995),1995
114193,Project: Metalbeast (1995),1995
114194,The Prophecy (1995),1995
114214,The Quick and the Dead (1995),1995
114279,Richard III (1995),1995
114287,Rob Roy (1995),1995
114319,Sabrina (1995),1995
114345,The Scarlet Letter (1995),1995
114367,Screamers (1995),1995
114369,Se7en (1995),1995
114388,Sense and Sensibility (1995),1995
114436,Showgirls (1995),1995
114478,Smoke (1995),1995
114496,Something to Talk About (1995),1995
114508,Species (1995),1995
114558,Strange Days (1995),1995
114563,Sutorîto Faitâ II gekijô-ban (1994),1994
114578,Sukiyaki (1995),1995
114594,Swimming with Sharks (1994),1994
114608,Tales from the Crypt: Demon Knight (1995),1995
114609,Tales from the Hood (1995),1995
114614,Tank Girl (1995),1995
114660,Things to Do in Denver When You're Dead (1995),1995
114671,Land and Freedom (1995),1995
114681,To Die For (1995),1995
114682,"To Wong Foo Thanks for Everything, Julie Newmar (1995)",1995
114694,Tommy Boy (1995),1995
114709,Toy Story (1995),1995
114746,Twelve Monkeys (1995),1995
114781,Under Siege 2: Dark Territory (1995),1995
114787,Underground (1995),1995
114788,Underneath (1995),1995
114808,L'uomo delle stelle (1995),1995
114814,The Usual Suspects (1995),1995
114825,Vampire in Brooklyn (1995),1995
114844,Viaggi di nozze (1995),1995
114852,Village of the Damned (1995),1995
114857,Virtuosity (1995),1995
114898,Waterworld (1995),1995
114906,Welcome to the Dollhouse (1995),1995
114924,While You Were Sleeping (1995),1995
115438,2 Days in the Valley (1996),1996
115571,The Arrival (1996),1996
115580,The Associate (1996),1996
115624,Barb Wire (1996),1996
115632,Basquiat (1996),1996
115639,Beautiful Girls (1996),1996
115640,Beautiful Thing (1996),1996
115644,Bed of Roses (1996),1996
115665,Sip si 32 dou (1996),1996
115678,Big Night (1996),1996
115683,Bio-Dome (1996),1996
115685,The Birdcage (1996),1996
115693,Hak hap (1996),1996
115697,Black Sheep (1996),1996
115734,Bottle Rocket (1996),1996
115736,Bound (1996),1996
115741,Boyfriends (1996),1996
115744,Brassed Off (1996),1996
115751,Breaking the Waves (1996),1996
115759,Broken Arrow (1996),1996
115766,The Bruce (1996),1996
115781,Bullet (1996),1996
115783,Bulletproof (1996),1996
115798,The Cable Guy (1996),1996
115813,Campfire Tales (1997),1997
115819,Alferd Packer: The Musical (1993),1993
115851,Celtic Pride (1996),1996
115857,Chain Reaction (1996),1996
115907,City Hall (1996),1996
115956,Courage Under Fire (1996),1996
115963,The Craft (1996),1996
115964,Crash (1996),1996
115986,The Crow: City of Angels (1996),1996
115988,The Crucible (1996),1996
116000,D3: The Mighty Ducks (1996),1996
116040,Daylight (1996),1996
116126,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),1996
116130,Down Periscope (1996),1996
116136,DragonHeart (1996),1996
116151,Dunston Checks In (1996),1996
116165,Ed (1996),1996
116191,Emma (1996),1996
116209,The English Patient (1996),1996
116213,Eraser (1996),1996
116225,Escape from L.A. (1996),1996
116231,Eskiya (1996),1996
116242,Everyone Says I Love You (1996),1996
116250,Evita (1996),1996
116253,Critical Decision (1996),1996
116260,Eye for an Eye (1996),1996
116277,The Fan (1996),1996
116282,Fargo (1996),1996
116287,Fear (1996),1996
116289,Feeling Minnesota (1996),1996
116298,Fetishes (1996),1996
116312,Fei hu (1996),1996
116313,The First Wives Club (1996),1996
116324,Flirting with Disaster (1996),1996
116329,Fly Away Home (1996),1996
116353,Foxfire (1996),1996
116365,The Frighteners (1996),1996
116367,From Dusk Till Dawn (1996),1996
116409,The Ghost and the Darkness (1996),1996
116421,The Glimmer Man (1996),1996
116477,Hamlet (1996),1996
116483,Happy Gilmore (1996),1996
116514,Hellraiser: Bloodline (1996),1996
116571,House Arrest (1996),1996
116583,The Hunchback of Notre Dame (1996),1996
116621,In Love and War (1996),1996
116629,Independence Day (1996),1996
116650,Irma Vep (1996),1996
116654,The Island of Dr. Moreau (1996),1996
116669,Jack (1996),1996
116676,Le jaguar (1996),1996
116683,James and the Giant Peach (1996),1996
116695,Jerry Maguire (1996),1996
116704,Ging chaat goo si 4: Ji gaan daan yam mo (1996),1996
116705,Jingle All the Way (1996),1996
116707,Joe's Apartment (1996),1996
116714,Johns (1996),1996
116736,Jägarna (1996),1996
116767,Kizzu ritân (1996),1996
116778,Kingpin (1996),1996
116790,Kolja (1996),1996
116830,Last Man Standing (1996),1996
116908,The Long Kiss Goodnight (1996),1996
116922,Lost Highway (1997),1997
116996,Mars Attacks! (1996),1996
116999,Marvin's Room (1996),1996
117008,Matilda (1996),1996
117038,Michael (1996),1996
117039,Michael Collins (1996),1996
117040,Microcosmos: Le peuple de l'herbe (1996),1996
117056,Ayneh (1997),1997
117057,The Mirror Has Two Faces (1996),1996
117060,Mission: Impossible (1996),1996
117091,Mother (1996),1996
117104,Mrs. Winterbourne (1996),1996
117108,Multiplicity (1996),1996
117119,My Fellow Americans (1996),1996
117128,Mystery Science Theater 3000: The Movie (1996),1996
117196,Nobody's Business (1996),1996
117214,Nun va Goldoon (1996),1996
117247,One Fine Day (1996),1996
117260,Original Gangstas (1996),1996
117283,The Pallbearer (1996),1996
117318,The People vs. Larry Flynt (1996),1996
117333,Phenomenon (1996),1996
117359,Ponette (1996),1996
117381,Primal Fear (1996),1996
117398,La promesse (1996),1996
117407,Pusher (1996),1996
117420,The Quest (1996),1996
117438,Ransom (1996),1996
117473,The Rich Man's Wife (1996),1996
117500,The Rock (1996),1996
117509,Romeo + Juliet (1996),1996
117561,Schizopolis (1996),1996
117571,Scream (1996),1996
117589,Secrets & Lies (1996),1996
117608,Sgt. Bilko (1996),1996
117631,Shine (1996),1996
117665,Sleepers (1996),1996
117666,Sling Blade (1996),1996
117690,Some Mother's Son (1996),1996
117705,Space Jam (1996),1996
117715,Spiklenci slasti (1996),1996
117723,Spy Hard (1996),1996
117731,Star Trek: First Contact (1996),1996
117768,The Stupids (1996),1996
117774,The Substitute (1996),1996
117784,Sunset Park (1996),1996
117786,Yat goh ho yan (1997),1997
117791,Surviving Picasso (1996),1996
117802,Swingers (1996),1996
117826,Bordello of Blood (1996),1996
117883,Tesis (1996),1996
117887,That Thing You Do! (1996),1996
117891,A Thin Line Between Love and Hate (1996),1996
117894,Thinner (1996),1996
117905,Tian mi mi (1996),1996
117913,A Time to Kill (1996),1996
117918,Tin Cup (1996),1996
117951,Trainspotting (1996),1996
117958,Trees Lounge (1996),1996
117959,La tregua (1997),1997
117979,The Truth About Cats & Dogs (1996),1996
117998,Twister (1996),1996
118040,Unforgettable (1996),1996
118055,Up Close & Personal (1996),1996
118064,The Van (1996),1996
118158,White Squall (1996),1996
118539,3 Ninjas: High Noon at Mega Mountain (1998),1998
118548,Absolute Power (1997),1997
118571,Air Force One (1997),1997
118583,Alien: Resurrection (1997),1997
118615,Anaconda (1997),1997
118617,Anastasia (1997),1997
118636,Apt Pupil (1998),1998
118655,Austin Powers: International Man of Mystery (1997),1997
118663,B*A*P*S (1997),1997
118688,Batman & Robin (1997),1997
118689,Bean (1997),1997
118694,Fa yeung nin wa (2000),2000
118698,Bent (1997),1997
118705,A Better Place (1997),1997
118715,The Big Lebowski (1998),1998
118744,Hush (1998),1998
118747,Blues Brothers 2000 (1998),1998
118749,Boogie Nights (1997),1997
118750,Booty Call (1997),1997
118755,The Borrowers (1997),1997
118760,The Boxer (1997),1997
118768,The Brave (1997),1997
118771,Breakdown (1997),1997
118789,Buffalo '66 (1998),1998
118798,Bulworth (1998),1998
118799,La vita è bella (1997),1997
118804,The Butcher Boy (1997),1997
118818,Career Girls (1997),1997
118819,Carne trémula (1997),1997
118836,Chairman of the Board (1998),1998
118842,Chasing Amy (1997),1997
118843,"Crna macka, beli macor (1998)",1998
118845,Chun gwong cha sit (1997),1997
118849,Bacheha-Ye aseman (1997),1997
118852,Chinese Coffee (2000),2000
118880,Con Air (1997),1997
118883,Conspiracy Theory (1997),1997
118884,Contact (1997),1997
118887,Cop Land (1997),1997
118900,Gang Related (1997),1997
118928,Dante's Peak (1997),1997
118929,Dark City (1998),1998
118954,Deconstructing Harry (1997),1997
118956,Deep Rising (1998),1998
118971,The Devil's Advocate (1997),1997
118972,The Devil's Own (1997),1997
118983,Dil To Pagal Hai (1997),1997
118998,Doctor Dolittle (1998),1998
119004,Don's Plum (2001),2001
119008,Donnie Brasco (1997),1997
119013,Double Team (1997),1997
119038,Le dîner de cons (1998),1998
119051,The Edge (1997),1997
119080,Eve's Bayou (1997),1997
119081,Event Horizon (1997),1997
119094,Face/Off (1997),1997
119099,Fallen (1998),1998
119114,Fever Pitch (1997),1997
119115,Fierce Creatures (1997),1997
119116,The Fifth Element (1997),1997
119137,Flubber (1997),1997
119141,Fools Rush In (1997),1997
119152,Free Willy 3: The Rescue (1997),1997
119164,The Full Monty (1997),1997
119165,Full Tilt Boogie (1997),1997
119167,Funny Games (1997),1997
119173,G.I. Jane (1997),1997
119174,The Game (1997),1997
119177,Gattaca (1997),1997
119190,George of the Jungle (1997),1997
119210,Switchback (1997),1997
119215,Good Burger (1997),1997
119217,Good Will Hunting (1997),1997
119219,Goodbye Lover (1998),1998
119223,Great Expectations (1998),1998
119225,Gridlock'd (1997),1997
119229,Grosse Pointe Blank (1997),1997
119237,Gummo (1997),1997
119250,Hana-bi (1997),1997
119256,Sydney (1996),1996
119280,Mrs Brown (1997),1997
119282,Hercules (1997),1997
119303,Home Alone 3 (1997),1997
119313,Hope Floats (1998),1998
119314,The Horse Whisperer (1998),1998
119324,The House of Yes (1997),1997
119326,How to Be a Player (1997),1997
119345,I Know What You Did Last Summer (1997),1997
119349,The Ice Storm (1997),1997
119361,In the Company of Men (1997),1997
119381,Inventing the Abbotts (1997),1997
119395,The Jackal (1997),1997
119396,Jackie Brown (1997),1997
119432,Jungle 2 Jungle (1997),1997
119436,K (1997),1997
119468,Kiss the Girls (1997),1997
119484,Kull the Conqueror (1997),1997
119485,Kundun (1997),1997
119488,L.A. Confidential (1997),1997
119502,The Last Time I Committed Suicide (1997),1997
119505,Curtain Call (1998),1998
119528,Liar Liar (1997),1997
119534,Life During Wartime (1997),1997
119535,A Life Less Ordinary (1997),1997
119558,Lolita (1997),1997
119567,The Lost World: Jurassic Park (1997),1997
119574,Love and Death on Long Island (1997),1997
119577,Love Is the Devil: Study for a Portrait of Francis Bacon (1998),1998
119590,Ma vie en rose (1997),1997
119643,Meet Joe Black (1998),1998
119654,Men in Black (1997),1997
119664,Metro (1997),1997
119668,Midnight in the Garden of Good and Evil (1997),1997
119675,Mimic (1997),1997
119683,Les Misérables (1998),1998
119695,Money Talks (1997),1997
119698,Mononoke-hime (1997),1997
119707,Mortal Kombat: Annihilation (1997),1997
119715,Mousehunt (1997),1997
119731,Murder at 1600 (1997),1997
119738,My Best Friend's Wedding (1997),1997
119780,"Niagara, Niagara (1997)",1997
119783,Night Falls on Manhattan (1996),1996
119791,Nightwatch (1997),1997
119794,Nirvana (1997),1997
119807,Nothing to Lose (1997),1997
119809,Nowhere (1997),1997
119815,"O Que É Isso, Companheiro? (1997)",1997
119822,As Good as It Gets (1997),1997
119843,Oscar and Lucinda (1997),1997
119861,Pardes (1997),1997
119874,The Peacemaker (1997),1997
119891,Phantoms (1998),1998
119896,Picture Perfect (1997),1997
119905,The Players Club (1998),1998
119925,The Postman (1997),1997
119942,Primary Colors (1998),1998
119951,Private Parts (1997),1997
119978,The Rainmaker (1997),1997
119994,Red Corner (1997),1997
120008,The Replacement Killers (1998),1998
120028,Robinson in Space (1997),1997
120032,Romy and Michele's High School Reunion (1997),1997
120036,Rosewood (1997),1997
120053,The Saint (1997),1997
120082,Scream 2 (1997),1997
120094,Selena (1997),1997
120102,Seven Years in Tibet (1997),1997
120112,She's So Lovely (1997),1997
120142,The Sixth Man (1997),1997
120148,Sliding Doors (1998),1998
120157,Soldier (1998),1998
120176,The Spanish Prisoner (1997),1997
120177,Spawn (1997),1997
120179,Speed 2: Cruise Control (1997),1997
120184,Sphere (1998),1998
120185,Spice World (1997),1997
120188,Three Kings (1999),1999
120201,Starship Troopers (1997),1997
120202,State and Main (2000),2000
120255,The Sweet Hereafter (1997),1997
120263,Sånger från andra våningen (2000),2000
120265,Ta'm e guilass (1997),1997
120274,Tango (1998),1998
120324,A Simple Plan (1998),1998
120338,Titanic (1997),1997
120347,Tomorrow Never Dies (1997),1997
120363,Toy Story 2 (1999),1999
120370,Trekkies (1997),1997
120382,The Truman Show (1998),1998
120383,"Truth or Consequences, N.M. (1997)",1997
120389,Turbo: A Power Rangers Movie (1997),1997
120390,Turbulence (1997),1997
120391,24 7: Twenty Four Seven (1997),1997
120399,U Turn (1997),1997
120434,Vegas Vacation (1997),1997
120449,La vie rêvée des anges (1998),1998
120458,Virus (1999),1999
120461,Volcano (1997),1997
120472,Waco: The Rules of Engagement (1997),1997
120483,The Man Who Knew Too Little (1997),1997
120484,The Waterboy (1998),1998
120530,Wong Fei Hung: Chi sai wik hung see (1997),1997
120533,Celebrity (1998),1998
120539,Year of the Horse (1997),1997
120540,Yes Boss (1997),1997
120576,Dance with Me (1998),1998
120577,54 (1998),1998
120586,American History X (1998),1998
120587,Antz (1998),1998
120591,Armageddon (1998),1998
120595,Babe: Pig in the City (1998),1998
120601,Being John Malkovich (1999),1999
120609,The Big Hit (1998),1998
120611,Blade (1998),1998
120616,The Mummy (1999),1999
120620,Brokedown Palace (1999),1999
120623,A Bug's Life (1998),1998
120630,Chicken Run (2000),2000
120631,EverAfter (1998),1998
120632,City of Angels (1998),1998
120633,A Civil Action (1998),1998
120647,Deep Impact (1998),1998
120654,Dirty Work (1998),1998
120655,Dogma (1999),1999
120657,The 13th Warrior (1999),1999
120660,Enemy of the State (1998),1998
120663,Eyes Wide Shut (1999),1999
120667,Fantastic Four (2005),2005
120669,Fear and Loathing in Las Vegas (1998),1998
120679,Frida (2002),2002
120681,From Hell (2001),2001
120684,Gods and Monsters (1998),1998
120685,Godzilla (1998),1998
120686,Stepmom (1998),1998
120689,The Green Mile (1999),1999
120693,Half Baked (1998),1998
120694,Halloween H20: 20 Years Later (1998),1998
120696,Hard Rain (1998),1998
120716,Jakob the Liar (1999),1999
120724,Knock Off (1998),1998
120728,The Last Days of Disco (1998),1998
120731,La leggenda del pianista sull'oceano (1998),1998
120735,"Lock, Stock and Two Smoking Barrels (1998)",1998
120737,The Lord of the Rings: The Fellowship of the Ring (2001),2001
120738,Lost in Space (1998),1998
120744,The Man in the Iron Mask (1998),1998
120746,The Mask of Zorro (1998),1998
120747,"Martha - Meet Frank, Daniel and Laurence (1998)",1998
120749,Mercury Rising (1998),1998
120751,Mighty Joe Young (1998),1998
120755,Mission: Impossible II (2000),2000
120762,Mulan (1998),1998
120768,The Negotiator (1998),1998
120769,The Newton Boys (1998),1998
120770,A Night at the Roxbury (1998),1998
120777,The Opposite of Sex (1998),1998
120780,Out of Sight (1998),1998
120783,The Parent Trap (1998),1998
120784,Payback (1999),1999
120787,A Perfect Murder (1998),1998
120788,Permanent Midnight (1998),1998
120789,Pleasantville (1998),1998
120791,Practical Magic (1998),1998
120794,The Prince of Egypt (1998),1998
120797,Pushing Tin (1999),1999
120802,Le violon rouge (1998),1998
120804,Resident Evil (2002),2002
120812,Rush Hour (1998),1998
120815,Saving Private Ryan (1998),1998
120824,The Shipping News (2001),2001
120831,Slums of Beverly Hills (1998),1998
120832,Snake Eyes (1998),1998
120834,Snow Falling on Cedars (1999),1999
120841,Species II (1998),1998
120844,Star Trek: Insurrection (1998),1998
120855,Tarzan (1999),1999
120861,The Theory of Flight (1998),1998
120863,The Thin Red Line (1998),1998
120868,"Torrente, el brazo tonto de la ley (1998)",1998
120873,U.S. Marshals (1998),1998
120877,Vampires (1998),1998
120879,Velvet Goldmine (1998),1998
120885,Wag the Dog (1997),1997
120888,The Wedding Singer (1998),1998
120889,What Dreams May Come (1998),1998
120890,Wild Things (1998),1998
120891,Wild Wild West (1999),1999
120901,Wrongfully Accused (1998),1998
120902,The X Files (1998),1998
120903,X-Men (2000),2000
120906,Zero Effect (1998),1998
120907,eXistenZ (1999),1999
120910,Fantasia/2000 (1999),1999
120912,Men in Black II (2002),2002
120913,Titan A.E. (2000),2000
120915,Star Wars: Episode I - The Phantom Menace (1999),1999
120917,The Emperor's New Groove (2000),2000
121164,Corpse Bride (2005),2005
121765,Star Wars: Episode II - Attack of the Clones (2002),2002
121766,Star Wars: Episode III - Revenge of the Sith (2005),2005
122136,Yabu no naka no kuroneko (1968),1968
122143,The Last Broadcast (1998),1998
122151,Lethal Weapon 4 (1998),1998
122459,Return to Me (2000),2000
122515,The Acid House (1998),1998
122541,An Ideal Husband (1999),1999
122690,Ronin (1998),1998
122718,Small Soldiers (1998),1998
122933,Analyze This (1999),1999
122961,The Second Arrival (1998),1998
123034,Dead Man's Curve (1998),1998
123209,The Other Sister (1999),1999
123328,Xiang Gang zhi zao (1997),1997
123755,Cube (1997),1997
123964,Life (1999),1999
124102,Strangeland (1998),1998
124179,Two Girls and a Guy (1997),1997
124198,Very Bad Things (1998),1998
124298,Blast from the Past (1999),1999
124315,The Cider House Rules (1999),1999
124718,He Got Game (1998),1998
124770,Kidô keisatsu patorebâ: The Movie 2 (1993),1993
124819,Orgazmo (1997),1997
124879,Simon Birch (1998),1998
125044,Condemned (1984),1984
125148,Hollywood Babylon (1972),1972
125439,Notting Hill (1999),1999
125659,Abre los ojos (1997),1997
125664,Man on the Moon (1999),1999
125763,Ghetto (1997),1997
126029,Shrek (2001),2001
126376,"Ladies and Gentlemen, Mr. Leonard Cohen (1965)",1965
126765,23 (1998),1998
126886,Election (1999),1999
126916,For Love of the Game (1999),1999
127045,Neon Maniacs (1986),1986
127080,Partea ta de vina (1964),1964
127296,Splendor (1999),1999
127357,Wo shi shei (1998),1998
127536,Elizabeth (1998),1998
127722,Another Day in Paradise (1998),1998
127723,Can't Hardly Wait (1998),1998
128278,Instinct (1999),1999
128332,Masumiyet (1997),1997
128442,Rounders (1998),1998
128445,Rushmore (1998),1998
128451,Satan's Children (1975),1975
128853,You've Got Mail (1998),1998
129167,The Iron Giant (1999),1999
129280,The Out-of-Towners (1999),1999
129290,Patch Adams (1998),1998
129303,Petit à petit (1970),1970
129332,Ravenous (1999),1999
129387,There's Something About Mary (1998),1998
129794,Un borghese piccolo piccolo (1977),1977
130018,I Still Know What You Did Last Summer (1998),1998
130121,Mickey Blue Eyes (1999),1999
130200,Public Housing (1997),1997
130370,Best of the Best: Without Warning (1998),1998
130623,Dinosaur (2000),2000
130827,Lola rennt (1998),1998
131149,Zorns Lemma (1970),1970
131325,Bowfinger (1999),1999
131369,Edtv (1999),1999
131436,I Got the Hook Up (1998),1998
131543,Portrait in Terror (1965),1965
131566,Rogue Trader (1999),1999
131646,Wing Commander (1999),1999
131857,BASEketball (1998),1998
132245,Driven (2001),2001
132347,Mystery Men (1999),1999
132477,October Sky (1999),1999
133046,Teaching Mrs. Tingle (1999),1999
133093,The Matrix (1999),1999
133152,Planet of the Apes (2001),2001
133189,SLC Punk! (1998),1998
133240,Treasure Planet (2002),2002
133363,Los amantes del Círculo Polar (1998),1998
133751,The Faculty (1998),1998
133952,The Siege (1998),1998
134033,Plunkett & Macleane (1999),1999
134084,Scream 3 (2000),2000
134119,The Talented Mr. Ripley (1999),1999
134154,Ride with the Devil (1999),1999
134273,8MM (1999),1999
134614,Devchata (1961),1961
134618,"Mystery, Alaska (1999)",1999
134756,Kabe atsuki heya (1956),1956
134847,Pitch Black (2000),2000
134983,Supernova (2000),2000
137363,Arlington Road (1999),1999
137494,Entrapment (1999),1999
137523,Fight Club (1999),1999
138075,Satan in High Heels (1962),1962
138097,Shakespeare in Love (1998),1998
138304,The Astronaut's Wife (1999),1999
138353,Cement (2000),2000
138363,Cigarettes & Coffee (1993),1993
138403,The Dirk Diggler Story (1988),1988
138524,Intolerable Cruelty (2003),2003
138704,Pi (1998),1998
138749,The Road to El Dorado (2000),2000
138941,Window Water Baby Moving (1962),1962
138946,The Yards (2000),2000
139134,Cruel Intentions (1999),1999
139239,Go (1999),1999
139362,High Art (1998),1998
139388,It Had to Be You (2000),2000
139414,Lake Placid (1999),1999
139462,Message in a Bottle (1999),1999
139465,The Minion (1998),1998
139654,Training Day (2001),2001
139668,True Crime (1999),1999
139809,The Thirteenth Floor (1999),1999
139872,Avvai Shanmugi (1996),1996
140090,Guna (1992),1992
140352,The Insider (1999),1999
140379,A Midsummer Night's Dream (1999),1999
140448,Pathinaru Vayathinile (1977),1977
140888,Central do Brasil (1998),1998
141098,Forces of Nature (1999),1999
141369,Inspector Gadget (1999),1999
141759,Un ragazzo e una ragazza (1984),1984
141897,Terror (1978),1978
141926,U-571 (2000),2000
141974,The War Zone (1999),1999
142201,Crazy in Alabama (1999),1999
142316,Gokudô kuroshakai (1997),1997
142342,Big Daddy (1999),1999
142688,The Ninth Gate (1999),1999
142906,Terrified (1963),1963
143145,The World Is Not Enough (1999),1999
143338,Killer Crocodile (1989),1989
144084,American Psycho (2000),2000
144117,The Boondock Saints (1999),1999
144120,Bride of Chucky (1998),1998
144134,The Cherry Orchard (1999),1999
144201,La fille sur le pont (1999),1999
144214,The General's Daughter (1999),1999
144528,Nutty Professor II: The Klumps (2000),2000
144715,Holy Smoke (1999),1999
145046,Little Dieter Needs to Fly (1997),1997
145464,Shotgun (1989),1989
145487,Spider-Man (2002),2002
145503,Sunshine (1999),1999
145529,Tangents (1994),1994
145531,Stigmata (1999),1999
145653,Angela's Ashes (1999),1999
145660,Austin Powers: The Spy Who Shagged Me (1999),1999
145681,The Bone Collector (1999),1999
145734,Playing by Heart (1998),1998
146309,Thirteen Days (2000),2000
146316,Lara Croft: Tomb Raider (2001),2001
146336,Urban Legend (1998),1998
146675,End of Days (1999),1999
146838,Any Given Sunday (1999),1999
146882,High Fidelity (2000),2000
146984,The Legend of Bagger Vance (2000),2000
147004,Little Voice (1998),1998
147612,Happiness (1998),1998
147800,10 Things I Hate About You (1999),1999
149261,Deep Blue Sea (1999),1999
149568,Aa Ab Laut Chalen (1999),1999
149573,Aashiqui (1990),1990
149650,Amerikanka (2001),2001
150176,Coming Soon (1999),1999
150230,The Cruise (1998),1998
150377,Double Jeopardy (1999),1999
150433,Earth (1998),1998
150662,Fucking Åmål (1998),1998
150915,Hilary and Jackie (1998),1998
150992,Hum Dil De Chuke Sanam (1999),1999
151022,Ice from the Sun (1999),1999
151137,Joan of Arc (1999),1999
151150,Josh (2000),2000
151568,Topsy-Turvy (1999),1999
151691,My Name Is Joe (1998),1998
151738,Never Been Kissed (1999),1999
151804,Office Space (1999),1999
152930,Taxi (1998),1998
154420,Festen (1998),1998
154506,Following (1998),1998
154673,Jathi Malli (1992),1992
155267,The Thomas Crown Affair (1999),1999
155711,Flawless (1999),1999
155789,Kadolara Kavithaigal (1986),1986
155975,Psycho (1998),1998
156079,Sigappu Rojakkal (1978),1978
156096,Spring Forward (1999),1999
156158,Una vacanza bestiale (1981),1981
156166,Vedam Puthithu (1987),1987
156812,My Dog Skip (2000),2000
156841,The Next Best Thing (2000),2000
156849,Pro urodov i lyudey (1998),1998
156887,Perfect Blue (1997),1997
157016,Seul contre tous (1998),1998
157044,Sitcom (1998),1998
157503,Drop Dead Gorgeous (1999),1999
157583,Enigma (2001),2001
158350,Voyage au bout du monde (1976),1976
158493,Belly (1998),1998
158622,The Flintstones in Viva Rock Vegas (2000),2000
158983,South Park: Bigger Longer & Uncut (1999),1999
159097,The Virgin Suicides (1999),1999
159241,Aftermath (1994),1994
159273,Behind Enemy Lines (2001),2001
159365,Cold Mountain (2003),2003
159382,Croupier (1998),1998
159938,"7p., cuis., s. de b., ... à saisir (1984)",1984
160009,The Art of War (2000),2000
160127,Charlie's Angels (2000),2000
160184,D-Tox (2002),2002
160236,Dudley Do-Right (1999),1999
160298,Trippin' (1999),1999
160611,Ordinary Decent Criminal (2000),2000
160862,She's All That (1999),1999
161081,What Lies Beneath (2000),2000
161083,What's the Worst That Could Happen? (2001),2001
161292,Bleeder (1999),1999
161860,Nirgendwo in Afrika (2001),2001
162222,Cast Away (2000),2000
162346,Ghost World (2001),2001
162360,"Happy, Texas (1999)",1999
162426,Kurz und schmerzlos (1998),1998
162650,Shaft (2000),2000
162661,Sleepy Hollow (1999),1999
162677,Summer of Sam (1999),1999
162710,Trick (1999),1999
162928,The Defilers (1965),1965
162973,Get Real (1998),1998
162983,Hanging Up (2000),2000
163025,Jurassic Park III (2001),2001
163187,Runaway Bride (1999),1999
163559,The Book of Stars (1999),1999
163579,Chill Factor (1999),1999
163651,American Pie (1999),1999
163978,The Beach (2000),2000
163982,Billy's Balloon (1998),1998
163983,Bless the Child (2000),2000
163988,Bringing Out the Dead (1999),1999
164052,Hollow Man (2000),2000
164053,Human Remains (1998),1998
164181,Stir of Echoes (1999),1999
164184,The Sum of All Fears (2002),2002
164334,Along Came a Spider (2001),2001
164550,Duplicate (1998),1998
164756,Mifunes sidste sang (1999),1999
164912,Stuart Little (1999),1999
165078,Wandâfuru raifu (1998),1998
165361,Highway (2002),2002
165623,Angst (1983),1983
165798,Ghost Dog: The Way of the Samurai (1999),1999
165831,Held Up (1999),1999
165832,Interstate 60: Episodes of the Road (2002),2002
165854,The Limey (1999),1999
165859,Liberty Heights (1999),1999
165929,Romeo Must Die (2000),2000
165982,Sinbad: Legend of the Seven Seas (2003),2003
165998,Long zai jiang hu (1998),1998
166110,Bones (2001),2001
166175,East Is East (1999),1999
166195,Foolish (1999),1999
166370,Subconscious Cruelty (2000),2000
166485,Anna and the King (1999),1999
166556,Così è la vita (1998),1998
166808,Sombre (1998),1998
166813,Spirit: Stallion of the Cimarron (2002),2002
166896,The Straight Story (1999),1999
166924,Mulholland Dr. (2001),2001
166943,Music of the Heart (1999),1999
167049,Billboard Dad (1998),1998
167137,Den eneste ene (1999),1999
167190,Hellboy (2004),2004
167260,The Lord of the Rings: The Return of the King (2003),2003
167261,The Lord of the Rings: The Two Towers (2002),2002
167400,Sevmek zamani (1965),1965
167404,The Sixth Sense (1999),1999
167427,Superstar (1999),1999
